"replication","setting_id","max_probability_sum_error_before_adjustment","max_inactive_tested_probability_error","minimum_other_probability","reservoir_fraction_min","reservoir_fraction_max","minimum_positive_control","minimum_positive_case"
79,"NULL_BALANCED",8.88178419700125e-16,0,0.000930948871957923,0.000930948871957923,0.960566686269892,11,13
79,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.000930948871957923,0.000930948871957923,0.960566686269892,8,9
79,"NULL_FOURFOLD",8.88178419700125e-16,0,0.000930948871957923,0.000930948871957923,0.960566686269892,8,11
80,"NULL_BALANCED",1.11022302462516e-15,0,0.00062967491705253,0.00062967491705253,0.967830383120403,6,11
80,"NULL_BALANCED_LOW",1.11022302462516e-15,0,0.00062967491705253,0.00062967491705253,0.967830383120403,3,6
80,"NULL_FOURFOLD",1.11022302462516e-15,0,0.00062967491705253,0.00062967491705253,0.967830383120403,4,11
81,"NULL_BALANCED",1.11022302462516e-15,0,0.00899096193717965,0.00899096193717965,0.964978068582161,8,7
81,"NULL_BALANCED_LOW",1.11022302462516e-15,0,0.00899096193717965,0.00899096193717965,0.964978068582161,5,4
81,"NULL_FOURFOLD",1.11022302462516e-15,0,0.00899096193717965,0.00899096193717965,0.964978068582161,7,8
82,"NULL_BALANCED",1.22124532708767e-15,0,0.00562653016274285,0.00562653016274285,0.863236460977407,9,8
82,"NULL_BALANCED_LOW",1.22124532708767e-15,0,0.00562653016274285,0.00562653016274285,0.863236460977407,9,8
82,"NULL_FOURFOLD",1.22124532708767e-15,0,0.00562653016274285,0.00562653016274285,0.863236460977407,10,10
83,"NULL_BALANCED",8.88178419700125e-16,0,0.000309311417117572,0.000309311417117572,0.981641478665554,9,9
83,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.000309311417117572,0.000309311417117572,0.981641478665554,5,7
83,"NULL_FOURFOLD",8.88178419700125e-16,0,0.000309311417117572,0.000309311417117572,0.981641478665554,7,10
84,"NULL_BALANCED",8.88178419700125e-16,0,0.00280370501420938,0.00280370501420938,0.939244330066116,10,8
84,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.00280370501420938,0.00280370501420938,0.939244330066116,7,6
84,"NULL_FOURFOLD",8.88178419700125e-16,0,0.00280370501420938,0.00280370501420938,0.939244330066116,8,8
85,"NULL_BALANCED",7.7715611723761e-16,0,0.00106640812768461,0.00106640812768461,0.890344541098979,11,13
85,"NULL_BALANCED_LOW",7.7715611723761e-16,0,0.00106640812768461,0.00106640812768461,0.890344541098979,10,9
85,"NULL_FOURFOLD",7.7715611723761e-16,0,0.00106640812768461,0.00106640812768461,0.890344541098979,8,14
86,"NULL_BALANCED",1.33226762955019e-15,0,0.000553549517016056,0.000553549517016056,0.948625865252109,7,11
86,"NULL_BALANCED_LOW",1.33226762955019e-15,0,0.000553549517016056,0.000553549517016056,0.948625865252109,7,10
86,"NULL_FOURFOLD",1.33226762955019e-15,0,0.000553549517016056,0.000553549517016056,0.948625865252109,6,12
87,"NULL_BALANCED",8.88178419700125e-16,0,0.00219783859963009,0.00219783859963009,0.870030371047071,12,12
87,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.00219783859963009,0.00219783859963009,0.870030371047071,7,11
87,"NULL_FOURFOLD",8.88178419700125e-16,0,0.00219783859963009,0.00219783859963009,0.870030371047071,8,13
88,"NULL_BALANCED",8.88178419700125e-16,0,0.00282782472779521,0.00282782472779521,0.937091823594654,12,11
88,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.00282782472779521,0.00282782472779521,0.937091823594654,9,9
88,"NULL_FOURFOLD",8.88178419700125e-16,0,0.00282782472779521,0.00282782472779521,0.937091823594654,10,11
89,"NULL_BALANCED",1.55431223447522e-15,0,0.00296891936407681,0.00296891936407681,0.995862249673189,10,11
89,"NULL_BALANCED_LOW",1.55431223447522e-15,0,0.00296891936407681,0.00296891936407681,0.995862249673189,9,8
89,"NULL_FOURFOLD",1.55431223447522e-15,0,0.00296891936407681,0.00296891936407681,0.995862249673189,10,10
90,"NULL_BALANCED",8.88178419700125e-16,0,0.000174152021205987,0.000174152021205987,0.867476699865564,12,12
90,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.000174152021205987,0.000174152021205987,0.867476699865564,10,8
90,"NULL_FOURFOLD",8.88178419700125e-16,0,0.000174152021205987,0.000174152021205987,0.867476699865564,9,12
91,"NULL_BALANCED",8.88178419700125e-16,0,0.0055994848884319,0.0055994848884319,0.950154058224528,9,10
91,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.0055994848884319,0.0055994848884319,0.950154058224528,8,7
91,"NULL_FOURFOLD",8.88178419700125e-16,0,0.0055994848884319,0.0055994848884319,0.950154058224528,9,10
92,"NULL_BALANCED",1.11022302462516e-15,0,0.000166805213815021,0.000166805213815021,0.994319932179183,11,10
92,"NULL_BALANCED_LOW",1.11022302462516e-15,0,0.000166805213815021,0.000166805213815021,0.994319932179183,5,8
92,"NULL_FOURFOLD",1.11022302462516e-15,0,0.000166805213815021,0.000166805213815021,0.994319932179183,7,10
93,"NULL_BALANCED",1.11022302462516e-15,0,0.000612757673207973,0.000612757673207973,0.924246887403224,9,12
93,"NULL_BALANCED_LOW",1.11022302462516e-15,0,0.000612757673207973,0.000612757673207973,0.924246887403224,9,10
93,"NULL_FOURFOLD",1.11022302462516e-15,0,0.000612757673207973,0.000612757673207973,0.924246887403224,8,12
94,"NULL_BALANCED",8.88178419700125e-16,0,0.00535253796824659,0.00535253796824659,0.967422171310146,10,11
94,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.00535253796824659,0.00535253796824659,0.967422171310146,11,10
94,"NULL_FOURFOLD",8.88178419700125e-16,0,0.00535253796824659,0.00535253796824659,0.967422171310146,10,11
95,"NULL_BALANCED",1.11022302462516e-15,0,0.0017981180908648,0.0017981180908648,0.979936821174696,6,8
95,"NULL_BALANCED_LOW",1.11022302462516e-15,0,0.0017981180908648,0.0017981180908648,0.979936821174696,6,9
95,"NULL_FOURFOLD",1.11022302462516e-15,0,0.0017981180908648,0.0017981180908648,0.979936821174696,5,10
96,"NULL_BALANCED",1.11022302462516e-15,0,0.0022733482054323,0.0022733482054323,0.979629271377511,11,12
96,"NULL_BALANCED_LOW",1.11022302462516e-15,0,0.0022733482054323,0.0022733482054323,0.979629271377511,8,12
96,"NULL_FOURFOLD",1.11022302462516e-15,0,0.0022733482054323,0.0022733482054323,0.979629271377511,7,13
97,"NULL_BALANCED",9.99200722162641e-16,0,0.00124962852886752,0.00124962852886752,0.988423008060647,10,11
97,"NULL_BALANCED_LOW",9.99200722162641e-16,0,0.00124962852886752,0.00124962852886752,0.988423008060647,9,9
97,"NULL_FOURFOLD",9.99200722162641e-16,0,0.00124962852886752,0.00124962852886752,0.988423008060647,7,11
98,"NULL_BALANCED",1.11022302462516e-15,0,0.00434153720342766,0.00434153720342766,0.946511554450699,12,9
98,"NULL_BALANCED_LOW",1.11022302462516e-15,0,0.00434153720342766,0.00434153720342766,0.946511554450699,9,4
98,"NULL_FOURFOLD",1.11022302462516e-15,0,0.00434153720342766,0.00434153720342766,0.946511554450699,8,10
99,"NULL_BALANCED",8.88178419700125e-16,0,0.000369095395796203,0.000369095395796203,0.99341716915347,10,12
99,"NULL_BALANCED_LOW",8.88178419700125e-16,0,0.000369095395796203,0.000369095395796203,0.99341716915347,8,8
99,"NULL_FOURFOLD",8.88178419700125e-16,0,0.000369095395796203,0.000369095395796203,0.99341716915347,9,12
100,"NULL_BALANCED",1.33226762955019e-15,0,0.00111322788999139,0.00111322788999139,0.990216372955442,10,12
100,"NULL_BALANCED_LOW",1.33226762955019e-15,0,0.00111322788999139,0.00111322788999139,0.990216372955442,8,9
100,"NULL_FOURFOLD",1.33226762955019e-15,0,0.00111322788999139,0.00111322788999139,0.990216372955442,10,13
