"dataset","dataset_label","replicate","scenario","method","n_taxa","n_available","availability_rate","n_rejections","type1_error"
"HMPV35Throat","HMP V35 throat",46,"fourfold","DASRA",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",46,"fourfold","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",46,"fourfold","MaAsLin3",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",47,"balanced","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",47,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",47,"balanced","MaAsLin3",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",47,"fourfold","DASRA",30,30,1,0,0
"HMPV35Throat","HMP V35 throat",47,"fourfold","ZINQ",30,30,1,4,0.133333333333333
"HMPV35Throat","HMP V35 throat",47,"fourfold","MaAsLin3",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",48,"balanced","DASRA",30,30,1,3,0.1
"HMPV35Throat","HMP V35 throat",48,"balanced","ZINQ",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",48,"balanced","MaAsLin3",30,30,1,3,0.1
"HMPV35Throat","HMP V35 throat",48,"fourfold","DASRA",30,30,1,3,0.1
"HMPV35Throat","HMP V35 throat",48,"fourfold","ZINQ",30,30,1,1,0.0333333333333333
"HMPV35Throat","HMP V35 throat",48,"fourfold","MaAsLin3",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",49,"balanced","DASRA",30,30,1,2,0.0666666666666667
"HMPV35Throat","HMP V35 throat",49,"balanced","ZINQ",30,30,1,2,0.0666666666666667
