"setting_id","depth_design","design_id","domain","metric","first_method","first_component","second_method","second_component","n_paired_replications","first_estimate","second_estimate","difference_first_minus_second","difference_mcse","difference_ci95_lower","difference_ci95_upper","interpretation"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","availability","DASRA","present_conditional_abundance","MaAsLin3","detected_log_abundance",100,1,1,0,0,0,0,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","raw_rejection","DASRA","present_conditional_abundance","MaAsLin3","detected_log_abundance",100,0.0612,0.0402,0.021,0.00391190877999862,0.013237924285667,0.028762075714333,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","available_conditional_raw","DASRA","present_conditional_abundance","MaAsLin3","detected_log_abundance",100,0.0612,0.0402,0.021,0.00391190877999862,0.013237924285667,0.028762075714333,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","bh_fwer_event","DASRA","present_conditional_abundance","MaAsLin3","detected_log_abundance",100,0.14,0.05,0.09,0.0404395046378357,0.00975924938384885,0.170240750616151,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","by_fwer_event","DASRA","present_conditional_abundance","MaAsLin3","detected_log_abundance",100,0.06,0.01,0.05,0.0261116483933547,-0.00181117537595864,0.101811175375959,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","availability","ZINQ","detected_quantile_abundance","MaAsLin3","detected_log_abundance",100,1,1,0,0,0,0,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","raw_rejection","ZINQ","detected_quantile_abundance","MaAsLin3","detected_log_abundance",100,0.0646,0.0402,0.0244,0.00348827762772415,0.0174785003992301,0.0313214996007699,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","available_conditional_raw","ZINQ","detected_quantile_abundance","MaAsLin3","detected_log_abundance",100,0.0646,0.0402,0.0244,0.00348827762772415,0.0174785003992301,0.0313214996007699,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","bh_fwer_event","ZINQ","detected_quantile_abundance","MaAsLin3","detected_log_abundance",100,0.06,0.05,0.01,0.0333181783730895,-0.0561104943238641,0.0761104943238641,"paired null-calibration contrast only; scientific component estimands remain method-specific"
"NULL_FOURFOLD","fourfold","FOURFOLD","abundance","by_fwer_event","ZINQ","detected_quantile_abundance","MaAsLin3","detected_log_abundance",100,0,0.01,-0.01,0.01,-0.0298421695158642,0.00984216951586417,"paired null-calibration contrast only; scientific component estimands remain method-specific"
