"dataset","taxon","method","family","component","reference_group","comparison_group","model_formula","available","reason","p_value","p_value_unfiltered","p_for_bh","q_value","native_q_value","significant","estimate","statistic","effect_definition","components_used","sensitivity_passed"
"crc_baxter","Paraprevotella","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.186626176888365,0.186626176888365,0.186626176888365,0.734111771472303,0.734111771472303,FALSE,,-1.3206257669795,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Parasutterella","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.127045897976807,0.127045897976807,0.127045897976807,0.693632402781177,0.693632402781177,FALSE,,-1.52585532822886,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Parvimonas","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.266962892173913,0.266962892173913,0.266962892173913,0.821022385700806,0.821022385700806,FALSE,,-1.11008385849275,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Peptococcus","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.941478880099939,0.941478880099939,0.941478880099939,1,1,FALSE,,-0.0734112317110726,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Peptoniphilus","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.0751042591066626,0.0751042591066626,0.0751042591066626,0.693632402781177,0.693632402781177,FALSE,,1.77982711215496,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Peptostreptococcus","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.792887909223894,0.792887909223894,0.792887909223894,0.999038765622106,0.999038765622106,FALSE,,0.262562367140726,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Phascolarctobacterium","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.690161615329604,0.690161615329604,0.690161615329604,0.935057672382044,0.935057672382044,FALSE,,-0.398635750586403,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Porphyromonas","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.0612130635117241,0.0612130635117241,0.0612130635117241,0.693632402781177,0.693632402781177,FALSE,,1.87195330818084,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Prevotella","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.40812558064204,0.40812558064204,0.40812558064204,0.924129050107053,0.924129050107053,FALSE,,0.827196702005903,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Pseudoflavonifractor","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.597754125013485,0.597754125013485,0.597754125013485,0.924129050107053,0.924129050107053,FALSE,,-0.52763294103985,"score z; positive values indicate greater structural absence in the comparison group",,
