experiment,samples_per_group,signal_taxa_percent,covariate_structure,target_difference,method,tested_quantity,replications,rejection_probability,monte_carlo_sd,monte_carlo_se,interval_lower,interval_upper
Structural perturbation with matched prevalence,80,20,Confounded,0.4,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,20,Confounded,0.4,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Confounded,0.45,SACAT,Structural absence,100,0.513,0.193664815095723,0.0193664815095723,0.475041696241238,0.550958303758762
Structural perturbation with matched prevalence,80,20,Confounded,0.45,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Confounded,0.45,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,80,20,Confounded,0.5,SACAT,Structural absence,100,0.625,0.194559850312276,0.0194559850312276,0.586866269338794,0.663133730661206
Structural perturbation with matched prevalence,80,20,Confounded,0.5,MaAsLin 3,Observed prevalence,100,0.003,0.0171446607997765,0.00171446607997765,0,0.0063603535167562
Structural perturbation with matched prevalence,80,20,Confounded,0.5,ZINQ,Observed prevalence,100,0.003,0.0171446607997765,0.00171446607997765,0,0.0063603535167562
Structural perturbation with matched prevalence,120,20,Confounded,0,SACAT,Structural absence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Confounded,0,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Confounded,0,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Confounded,0.05,SACAT,Structural absence,100,0.004,0.0196946385566932,0.00196946385566932,0.000139850842888125,0.00786014915711188
Structural perturbation with matched prevalence,120,20,Confounded,0.05,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Confounded,0.05,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Confounded,0.1,SACAT,Structural absence,100,0.015,0.0385992097056273,0.00385992097056273,0.00743455489769706,0.022565445102303
Structural perturbation with matched prevalence,120,20,Confounded,0.1,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Confounded,0.1,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Confounded,0.15,SACAT,Structural absence,100,0.062,0.0885118265224678,0.00885118265224678,0.0446516820015963,0.0793483179984037
Structural perturbation with matched prevalence,120,20,Confounded,0.15,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Confounded,0.15,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Confounded,0.2,SACAT,Structural absence,100,0.142,0.15254077116852,0.015254077116852,0.11210200885097,0.17189799114903
Structural perturbation with matched prevalence,120,20,Confounded,0.2,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Confounded,0.2,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Confounded,0.25,SACAT,Structural absence,100,0.311,0.202955436219159,0.0202955436219159,0.271220734501045,0.350779265498955
Structural perturbation with matched prevalence,120,20,Confounded,0.25,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Confounded,0.25,ZINQ,Observed prevalence,100,0.002,0.014070529413629,0.0014070529413629,0,0.00475782376507128
Structural perturbation with matched prevalence,120,20,Confounded,0.3,SACAT,Structural absence,100,0.431,0.172149218805528,0.0172149218805528,0.397258753114117,0.464741246885884
Structural perturbation with matched prevalence,120,20,Confounded,0.3,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Confounded,0.3,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Confounded,0.35,SACAT,Structural absence,100,0.564,0.186146461289236,0.0186146461289236,0.52751529358731,0.60048470641269
Structural perturbation with matched prevalence,120,20,Confounded,0.35,MaAsLin 3,Observed prevalence,100,0.003,0.0171446607997765,0.00171446607997765,0,0.0063603535167562
Structural perturbation with matched prevalence,120,20,Confounded,0.35,ZINQ,Observed prevalence,100,0.003,0.0171446607997765,0.00171446607997765,0,0.0063603535167562
Structural perturbation with matched prevalence,120,20,Confounded,0.4,SACAT,Structural absence,100,0.7,0.17865942997556,0.017865942997556,0.66498275172479,0.73501724827521
Structural perturbation with matched prevalence,120,20,Confounded,0.4,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Confounded,0.4,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Confounded,0.45,SACAT,Structural absence,100,0.777,0.154301947197989,0.0154301947197989,0.746756818349194,0.807243181650806
Structural perturbation with matched prevalence,120,20,Confounded,0.45,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Confounded,0.45,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,20,Confounded,0.5,SACAT,Structural absence,100,0.825,0.138808057286588,0.0138808057286588,0.797793620771829,0.852206379228171
Structural perturbation with matched prevalence,120,20,Confounded,0.5,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,120,20,Confounded,0.5,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,60,40,Confounded,0,SACAT,Structural absence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,60,40,Confounded,0,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Confounded,0,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Confounded,0.05,SACAT,Structural absence,100,0.002,0.00984731927834662,0.000984731927834662,6.99254214440626e-05,0.00393007457855594
Structural perturbation with matched prevalence,60,40,Confounded,0.05,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Confounded,0.05,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Confounded,0.1,SACAT,Structural absence,100,0.011,0.031446603773522,0.0031446603773522,0.00483646566038969,0.0171635343396103
Structural perturbation with matched prevalence,60,40,Confounded,0.1,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Confounded,0.1,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Confounded,0.15,SACAT,Structural absence,100,0.0275,0.0494285526612081,0.00494285526612081,0.0178120036784032,0.0371879963215968
Structural perturbation with matched prevalence,60,40,Confounded,0.15,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Confounded,0.15,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Confounded,0.2,SACAT,Structural absence,100,0.056,0.0660119364780019,0.00660119364780019,0.0430616604503116,0.0689383395496884
Structural perturbation with matched prevalence,60,40,Confounded,0.2,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Confounded,0.2,ZINQ,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,60,40,Confounded,0.25,SACAT,Structural absence,100,0.0995,0.10087871505682,0.010087871505682,0.0797277718488632,0.119272228151137
Structural perturbation with matched prevalence,60,40,Confounded,0.25,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Confounded,0.25,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Confounded,0.3,SACAT,Structural absence,100,0.1935,0.134962583666359,0.0134962583666359,0.167047333601394,0.219952666398606
Structural perturbation with matched prevalence,60,40,Confounded,0.3,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Confounded,0.3,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Confounded,0.35,SACAT,Structural absence,100,0.2585,0.150429519722827,0.0150429519722827,0.229015814134326,0.287984185865674
Structural perturbation with matched prevalence,60,40,Confounded,0.35,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Confounded,0.35,ZINQ,Observed prevalence,100,0.0015,0.00857233039988826,0.000857233039988827,0,0.0031801767583781
Structural perturbation with matched prevalence,60,40,Confounded,0.4,SACAT,Structural absence,100,0.372,0.148786335855729,0.0148786335855729,0.342837878172277,0.401162121827723
Structural perturbation with matched prevalence,60,40,Confounded,0.4,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Confounded,0.4,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,60,40,Confounded,0.45,SACAT,Structural absence,100,0.438,0.148242226021325,0.0148242226021325,0.40894452369982,0.46705547630018
Structural perturbation with matched prevalence,60,40,Confounded,0.45,MaAsLin 3,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,60,40,Confounded,0.45,ZINQ,Observed prevalence,100,0.001,0.01,0.001,0,0.00296
Structural perturbation with matched prevalence,60,40,Confounded,0.5,SACAT,Structural absence,100,0.53,0.147196014438797,0.0147196014438797,0.501149581169996,0.558850418830004
Structural perturbation with matched prevalence,60,40,Confounded,0.5,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,60,40,Confounded,0.5,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,80,40,Confounded,0,SACAT,Structural absence,100,0.0015,0.00857233039988826,0.000857233039988827,0,0.0031801767583781
Structural perturbation with matched prevalence,80,40,Confounded,0,MaAsLin 3,Observed prevalence,100,0.0015,0.00857233039988826,0.000857233039988827,0,0.0031801767583781
Structural perturbation with matched prevalence,80,40,Confounded,0,ZINQ,Observed prevalence,100,0.0015,0.00857233039988826,0.000857233039988827,0,0.0031801767583781
Structural perturbation with matched prevalence,80,40,Confounded,0.05,SACAT,Structural absence,100,0.002,0.0121439181269781,0.00121439181269781,0,0.00438020795288771
Structural perturbation with matched prevalence,80,40,Confounded,0.05,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Confounded,0.05,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Confounded,0.1,SACAT,Structural absence,100,0.017,0.0303348317978198,0.00303348317978198,0.0110543729676273,0.0229456270323727
Structural perturbation with matched prevalence,80,40,Confounded,0.1,MaAsLin 3,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,80,40,Confounded,0.1,ZINQ,Observed prevalence,100,0.0025,0.0109521456778795,0.00109521456778795,0.000353379447135615,0.00464662055286439
Structural perturbation with matched prevalence,80,40,Confounded,0.15,SACAT,Structural absence,100,0.035,0.0538891492235719,0.00538891492235719,0.0244377267521799,0.0455622732478201
Structural perturbation with matched prevalence,80,40,Confounded,0.15,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Confounded,0.15,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Confounded,0.2,SACAT,Structural absence,100,0.107,0.102745149065859,0.0102745149065859,0.0868619507830916,0.127138049216908
Structural perturbation with matched prevalence,80,40,Confounded,0.2,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,80,40,Confounded,0.2,ZINQ,Observed prevalence,100,0.0015,0.00857233039988826,0.000857233039988827,0,0.0031801767583781
Structural perturbation with matched prevalence,80,40,Confounded,0.25,SACAT,Structural absence,100,0.191,0.128978112621303,0.0128978112621303,0.165720289926225,0.216279710073775
Structural perturbation with matched prevalence,80,40,Confounded,0.25,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Confounded,0.25,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Confounded,0.3,SACAT,Structural absence,100,0.32,0.147709789175199,0.0147709789175199,0.291048881321661,0.348951118678339
Structural perturbation with matched prevalence,80,40,Confounded,0.3,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,80,40,Confounded,0.3,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,80,40,Confounded,0.35,SACAT,Structural absence,100,0.4155,0.151706621443822,0.0151706621443822,0.385765502197011,0.445234497802989
Structural perturbation with matched prevalence,80,40,Confounded,0.35,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,80,40,Confounded,0.35,ZINQ,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,80,40,Confounded,0.4,SACAT,Structural absence,100,0.536,0.133537722132449,0.0133537722132449,0.50982660646204,0.56217339353796
Structural perturbation with matched prevalence,80,40,Confounded,0.4,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Confounded,0.4,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Confounded,0.45,SACAT,Structural absence,100,0.6335,0.134099126610041,0.0134099126610041,0.607216571184432,0.659783428815568
Structural perturbation with matched prevalence,80,40,Confounded,0.45,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,80,40,Confounded,0.45,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,80,40,Confounded,0.5,SACAT,Structural absence,100,0.7055,0.109842633072974,0.0109842633072974,0.683970843917697,0.727029156082303
Structural perturbation with matched prevalence,80,40,Confounded,0.5,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,80,40,Confounded,0.5,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,40,Confounded,0,SACAT,Structural absence,100,0.0015,0.00857233039988826,0.000857233039988827,0,0.0031801767583781
Structural perturbation with matched prevalence,120,40,Confounded,0,MaAsLin 3,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,120,40,Confounded,0,ZINQ,Observed prevalence,100,0.0015,0.00857233039988826,0.000857233039988827,0,0.0031801767583781
Structural perturbation with matched prevalence,120,40,Confounded,0.05,SACAT,Structural absence,100,0.0045,0.0175450358457395,0.00175450358457395,0.00106117297423506,0.00793882702576494
Structural perturbation with matched prevalence,120,40,Confounded,0.05,MaAsLin 3,Observed prevalence,100,0.0015,0.00857233039988826,0.000857233039988827,0,0.0031801767583781
Structural perturbation with matched prevalence,120,40,Confounded,0.05,ZINQ,Observed prevalence,100,0.0015,0.00857233039988826,0.000857233039988827,0,0.0031801767583781
Structural perturbation with matched prevalence,120,40,Confounded,0.1,SACAT,Structural absence,100,0.018,0.0365977313421739,0.00365977313421739,0.0108268446569339,0.0251731553430661
Structural perturbation with matched prevalence,120,40,Confounded,0.1,MaAsLin 3,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,120,40,Confounded,0.1,ZINQ,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,120,40,Confounded,0.15,SACAT,Structural absence,100,0.0835,0.0884932800050976,0.00884932800050976,0.0661553171190009,0.100844682880999
Structural perturbation with matched prevalence,120,40,Confounded,0.15,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Confounded,0.15,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Confounded,0.2,SACAT,Structural absence,100,0.2435,0.151866335434763,0.0151866335434763,0.213734198254787,0.273265801745213
Structural perturbation with matched prevalence,120,40,Confounded,0.2,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Confounded,0.2,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Confounded,0.25,SACAT,Structural absence,100,0.424,0.165065031567757,0.0165065031567757,0.39164725381272,0.45635274618728
Structural perturbation with matched prevalence,120,40,Confounded,0.25,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Confounded,0.25,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Confounded,0.3,SACAT,Structural absence,100,0.591,0.130535029549137,0.0130535029549137,0.565415134208369,0.616584865791631
Structural perturbation with matched prevalence,120,40,Confounded,0.3,MaAsLin 3,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,40,Confounded,0.3,ZINQ,Observed prevalence,100,0,0,0,0,0
Structural perturbation with matched prevalence,120,40,Confounded,0.35,SACAT,Structural absence,100,0.7065,0.12505655286366,0.012505655286366,0.681988915638723,0.731011084361277
Structural perturbation with matched prevalence,120,40,Confounded,0.35,MaAsLin 3,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,120,40,Confounded,0.35,ZINQ,Observed prevalence,100,0.001,0.00703526470681449,0.000703526470681449,0,0.00237891188253564
Structural perturbation with matched prevalence,120,40,Confounded,0.4,SACAT,Structural absence,100,0.78,0.110782341881399,0.0110782341881399,0.758286660991246,0.801713339008754
Structural perturbation with matched prevalence,120,40,Confounded,0.4,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Confounded,0.4,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Confounded,0.45,SACAT,Structural absence,100,0.8555,0.073476100697692,0.0073476100697692,0.841098684263253,0.869901315736748
Structural perturbation with matched prevalence,120,40,Confounded,0.45,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Confounded,0.45,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Confounded,0.5,SACAT,Structural absence,100,0.889,0.0783607302186755,0.00783607302186755,0.87364129687714,0.90435870312286
Structural perturbation with matched prevalence,120,40,Confounded,0.5,MaAsLin 3,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
Structural perturbation with matched prevalence,120,40,Confounded,0.5,ZINQ,Observed prevalence,100,5e-04,0.005,5e-04,0,0.00148
